"Name","Description","Email","Website","Instagram","Image_Source"
"Ophthalmology Interest Group","The Ophthalmology Interest Group educates students at the University of Wisconsin about opportunities available in the field of Ophthalmology. We do this by bringing in speakers to share their experiences working in the different areas of Ophthalmology. We also organize shadowing programs to allow medical students to see first-hand what the specialty of ophthalmology entails.","psingh44@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/opig/contact","No Instagram available","No image available"
"Optima Dance","Optima Dance is a student organization that was created to give dancers the opportunity to showcase their own choreography and perform in student choreographed works. It gives students of all dance backgrounds and fields of study the chance to experiment with and expose their talents in all genres of dance. Previous shows have included ballet, contemporary, jazz, hip-hop, tap, poms, and other styles. We welcome all forms of dance and all levels! In 2009, Optima Dance has over 100 members and continues to grow each semester!
During the fall and spring semesters, Optima offers many opportunities for its members, including performance and volunteer opportunities as well as weekly yoga and technique classes and monthly master classes.  Optima also spends each semester preparing for the fall and spring showcases.  This includes rehearsals, feedback showings and finally the show itself.  Each year the shows draw hundreds of audience members and create hundreds of memories for the cast, the choreographers and the audience alike.","optima.president@gmail.com","http://www.optimadance.wordpress.com","No Instagram available","https://se-images.campuslabs.com/clink/images/e9cb0cc1-617f-4fd3-b7aa-d9ab913aed8ab91af0b8-92e8-4e1a-839c-46d55cf504e7.png?preset=small-sq"
"Orthodox Christian Fellowship of Madison","Our mission is to create a community that supports and unites all Orthodox students or those who are interested in learning more about the Orthodox faith by fostering socials, discussions, service opportunities, Orthodox religious services and more.
We regularly get together for numerous events! Among other activities, we participate in socials, Bible studies, service events, and worship opportunities.
Our OCF attends Sunday Liturgy at the Ss. Cyril and Methodius Orthodox Church. The service is held at 1020 Regent St and starts at 9:30 AM. 
We welcome students from all Orthodox churches including but not limited to Greek, Serbian, Russian, Ukrainian, Armenian, Antiochian and others. Non-Orthodox students are also welcome.
Be sure to join our Facebook page to find out all about our upcoming events: https://www.facebook.com/groups/198368570231073/","aacra@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/ocf/contact","https://www.instagram.com/ocf_madison","https://se-images.campuslabs.com/clink/images/2768d05b-fdc7-40b4-843e-61bcd9d1cc992dd7ac2e-9ee6-487a-ad68-62e2f3452647.jpg?preset=small-sq"
"Orthopedics Interest Group","Provides medical students interested in orthopedic surgery opportunities to learn about graduate medical education and practicing as an orthopedic surgeon","jpoconnor4@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/orthopedics/contact","No Instagram available","No image available"
"Otolaryngology Interest Group","ENTIG educates students at the University of Wisconsin about opportunities available in Otolaryngology/ENT. We do this by bringing in physicians, residents, and other professionals to share their experiences working in Otolaryngology. We also provide ongoing support to those students that are interested in pursuing the specialty as a career.","jcverhagen@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/entig/contact","No Instagram available","No image available"
"Out for Business","Out for Business (O4B), a student organization serving Wisconsin MBA students builds community among its lesbian, gay, bisexual, and transgender members and their allies. The club hosts social events for Wisconsin School of Business students, recruits prospective LGBTQ+ students, establishes ties with corporate LGBT employee groups, and participates in national conferences. Out for Business also raises awareness among students, faculty, and staff of the issues facing LGBTQ+ professionals.","ldmiller5@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/out-for-business/contact","No Instagram available","https://se-images.campuslabs.com/clink/images/b648cfe9-8be2-4179-af32-1c1edf08dc242dae4c25-fc9d-49ff-805d-3e4bcde8c0af.png?preset=small-sq"
"Out in Science, Technology, Engineering, and Mathematics (UW-Madison Chapter)","oSTEM seeks to promote the interests of LGBTQ individuals in the STEM fields community on campus by raising awareness, promoting professional development, and fostering the development of social connections.
We meet biweekly to discuss issues with being LGBTQ in the STEM community, share personal academic experiences, and plan/host social and professional development events.","ostem_admin@lists.wisc.edu","https://uwmadison.campuslabs.com/engage/organization/ostem/contact","No Instagram available","No image available"
"Packages for Patients","Packages for Patients is open to all students at UW-Madison who want to make a positive impact on the lives of children in nearby hospitals. There are no GPA requirements, but all members are expected to be responsible and act respectfully. Meetings will be held once a month to put together the packages, which the board will deliver.","efrommelt@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/packagesforpatients_/contact","No Instagram available","No image available"
"Pages for Progress","Pages for Progess’ goals are as follows:
To meet the educational, recreational, and community resource reading needs of the inmates
To locate and share useful community resources that will help inmates and their families address and meet their needs
To educate the volunteers and the local community on issues related to incarceration, poverty, crime, justice, and fairness that are a part of and affect our community, but of which many of us are unaware
To improve the criminal justice system by involving the community, through volunteer service, in the process
To provide a safe and constructive environment for diverse people to come together, share, and learn from one another
These goals are achieved through a number of targeted activities:
Weekly volunteer rotations through two Dane County jails located in downtown Madison.  Volunteers (singly or in pairs) enter the City-County Building and Public Safety Building once/week to circulate new reading materials to inmates, fulfill requests for specific materials, organize newly donated materials, and “weed” worn or redundant materials to make room for new donations.
Monthly processing parties.  Every month, Pages for Progress volunteers meet to prepare newly purchased or donated materials to be circulated into the City-County Building and Public Safety Building.  These events also provide a great opportunity for volunteers from UW-Madison and the broader surrounding community to socialize.
Biennial fundraising events.  Once each semester, Pages for Progress volunteers plan and execute a fundraising event, with proceeds going toward the purchase of new books or renewal of magazine subscriptions.  Past volunteer events have included used book sales and coffee sales.","pagesforprogressuw@outlook.com","https://uwmadison.campuslabs.com/engage/organization/pagesforprogress/contact","https://www.instagram.com/pagesforprogressuw/","https://se-images.campuslabs.com/clink/images/95c18920-116a-4544-8494-78e0018c4f718673b713-7e18-4f38-ba4a-cfdc4a32c0fa.png?preset=small-sq"
"Pakistani Students Association","The Pakistani Students Association provides a cultural, historical and political link to Pakistan for students and faculty of UW-Madison and the community at large. By serving as a body of information, the PSA seeks to showcase Pakistan and its people in true spirit. The PSA aims to provide a platform where Pakistani and non-Pakistani individuals can learn from each other, in a comfortable and cordial atmosphere.","asabih@wic.edu","https://uwmadison.campuslabs.com/engage/organization/pakistan/contact","https://www.instagram.com/psauwmadison","https://se-images.campuslabs.com/clink/images/3656152b-9d2e-4b35-b43c-296213f8d4b62bcab8fc-7f77-4699-94a2-5e383d255e7b.jpeg?preset=small-sq"
"Panhellenic Association at the University of Wisconsin-Madison","The Panhellenic Association at the University of Wisconsin-Madison (PHA) is the governing body for the 13 National Panhellenic Conference women’s sororities, as well as 1 associate women’s sorority on campus. Elected chapter delegates meet regularly with the PHA Executive Board to facilitate open communication and collaboration. The PHA sponsors events such as Formal Recruitment and All Dressed Up, an event that enhances the high school experience for students in the Madison area. Panhellenic women proudly strive for individual excellence in scholarship and leadership and promote community building through citizenship and fellowship.","phapresident@fsl.wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pha/contact","https://www.instagram.com/pha_uwmadison/","https://se-images.campuslabs.com/clink/images/34e32e86-4172-4392-be31-963ceebfa0ae9a77e4f3-0a96-4c1f-a530-294cab755493.jpg?preset=small-sq"
"Parkinson's Pals (UW-Madison Chapter)","The purpose of Parkinson’s Pals shall be to pair students with patients suffering from Parkinson’s to help alleviate the isolationism and depression felt amongst the patients. The goals/purpose/philosophy of this organization are to provide a new friend for Parkinson's patients so they feel more supported, to foster intergenerational connections, and to provide the opportunity for students to learn more about Parkinson’s disease.","Rchen332@wisc.edu","http://n/a","No Instagram available","No image available"
"Partners In Health | Engage, UW-Madison Chapter","Partners In Health is an organization relentlessly committed to delivering high quality health care to the poor. PIH | Engage is a grassroots movement of community organizers working together to advance the human right to health.
Our purpose is threefold:

1. Build a sustainable source of funding for Partners In Health
2. Advocate for policies that enable governments to build functioning health systems
3. Collaborate with peers who are passionate about health issues that marginalized populations face on a daily basis","mjkelley5@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/partnersinhealth-engage/contact","No Instagram available","https://se-images.campuslabs.com/clink/images/f1fccb5b-0640-4cd5-b96f-8ee420cb243fabb0edfe-42c9-47fe-800e-3e95e2513b3c.png?preset=small-sq"
"Party of Poets","Party of Poets is a student-led organization, with the purpose of expressing ourselves through the art of poetry, allowing for connections to be made between those who share their works and those who listen to other's works. We will have monthly meetings to cover upcoming events, participate in poetry activities, and discuss poetry related to a theme. Additionally, we will develop a catalogue of sorts with recommendations to poetry books, and we have a mini library with books that can be checked out at no cost.
  Annually, Party of Poets will go on a trip into nature, most likely within the Lakeshore Nature Preserve, where we will write observations, then create poetry based on the natural world. Engaging with nature sparks self-discovery, artistic expression, and optimism.
  Finally, we'll publish a poetry book every year including everyone's poems that were written that year, as long as these poets approve their work being featured. This will start a collection that can be looked through as the years go by.","mcbarnes2@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/partyofpoets/contact","https://www.instagram.com/partyofpoets_uw/","https://se-images.campuslabs.com/clink/images/dcd7201d-4ce7-479d-8b8c-f688b5d255c98514a8e4-de98-4530-890b-a29bc491a1dd.png?preset=small-sq"
"Pathology Student Interest Group","The Pathology Student Interest Group is a medical student interest group focused on expanding awareness of the diverse career opportunities in the field of pathology.  Students will be exposed to pathology career paths, opportunities to attend autopsies, gross and neuropathology conferences, learn about medical student pathology rotations, and connect with pathology faculty and residents. Through resident panels, engaging events like our Valentine's Day ""Broken Hearts with Forensic Pathologists"" and ""Zombie Brains"" Halloween event, and review of exam topics, students have a wide (micro)scope of opportunities to explore the exciting of pathology.","Tiv@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pathologyinterestgroup/contact","No Instagram available","https://se-images.campuslabs.com/clink/images/b2dbb930-ecc3-414b-bc9c-9342039aa392c6daf91c-5728-4f35-a4c9-28a31db98e84.jpg?preset=small-sq"
"Peace Corps Advocates","The Peace Corps Advocates group at UW-Madison is a way for those interested in pursuing Peace Corps service to connect with Returned Peace Corps Volunteers both at UW-Madison and in the Madison community. Members can participate in local volunteer and social events that promote and emulate the goals of Peace Corps. This is an opportunity for members to learn more about the Peace Corps organization, help promote Peace Corps on campus, and connect with others who are interested in international service and bridging cultural gaps.","peacecorps@international.wisc.edu","http://www.peacecorps.wisc.edu/","No Instagram available","https://se-images.campuslabs.com/clink/images/9dd44243-3749-4e6c-95b4-c3b3e0f35fb3f1f6e4df-93b7-4a12-b7d2-1c44cc9ca4d1.jpeg?preset=small-sq"
"Pediatric Interest Group","Pediatric Interest Group (PIG) is a UWSMPH student organization for medical students interested in the field of pediatrics. PIG offers students opportunities to learn about pediatric specialties through noon talks, physician shadowing, and special events. Working closely with residents, faculty and the community, PIG strives to help students prepare for a career in pediatric medicine while promoting community involvement.","ziadeh@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pediatricinterestgroup/contact","No Instagram available","No image available"
"Peer Learning Association - UW Madison","Updated Sign-Up Forms (1/5/25)
Peer Sign Ups
Facilitator/Lecture Manager Sign Ups
If you indicate through the survey that you are interested in facilitating a session, you will be contacted soon. We regularly check this.
  What is PLA?
The Peer Learning Association (PLA) is a professional student organization that coordinates free guided group study sessions that supplement your specific course. All sessions are led by members of our organization (Peer Facilitators) who have completed that course with an exceptional grade. In these sessions, students have the opportunity to challenge their understanding of course material by presenting their knowledge of key topics to their peers in an informal classroom setting. Peers teach one another, and facilitators assist the conversation when necessary. Lecture Managers, who meet weekly with your professor, compose weekly outlines tailored to the key topics most recently covered in your class. Students can use PLA sessions as part of their normal study routine.

How do these sessions look?
Sessions are composed of about 5-20 peers/students (subject to change according to student demands per semester) and 1-2 Facilitator(s). Facilitators facilitate discussion of the course material presented by the obtained weekly outlines in a form of questions and peers will have prepared for these sessions beforehand in order to carry out the discussion among one another. Peers will be teaching peers and facilitators are there as an extra resource if the group becomes stuck on a particular subject of their discussion.
More information: 
See it from faculty's point of view: 
Courses that utilize PLA:
Current Semester (Spring 25):
Psychology 202, Psychology 454, Chemistry 103 & 104, Organic Chemistry 343 & 345, Physics 104, Introductory Biology 151 & 152, Anatomy 335, & Physiology 337
  To become involved please contact PLA via email for fill out the sign-up form.
You may participate as:

1) A Peer
To become a peer of a study group you must be enrolled in the course for that study group. If your course offers PLA there will be a shout-out sometime in the first couple of weeks of the semester that will provide information on how to get involved. After the deadline to join you are still allowed to join by contacting us via email or filling out this sign up form.

2) A Member
As a member you can participate as a Facilitator (facilitate weekly study group sessions), Lecture Manager (meet with faculty weekly in order to create outlines for study group sessions), or an Executive Board Member. Contact PLA via email and include why you are interested in joining this organization along with which position(s) you are interested in acquiring or fill out this sign-up form.

3) A professor that utilizes PLA in their course
As a professor you are provided a Lecture Manager to meet with you weekly to go over their outline they have created for your study groups for the next week’s sessions. Your Lecture Manager will present this outline to their Facilitators during our weekly organization meeting before the outline is presented to your students.
  Contact PLA via one of the Co-Directors: Max Aziz (mmaziz@wisc.edu) & Aanika Parikh (aaparikh5@wisc.edu)
**Requirements – see “Additional Information” below.","mmaziz@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pla/contact","https://www.instagram.com/peerlearningassociation/","https://se-images.campuslabs.com/clink/images/eb732ac3-2024-400d-b0cb-d29ebb43b6a700931d10-2a1b-468f-824d-a17a86800940.png?preset=small-sq"
"Perfect Pair UW-Madison","Perfect Pair is a program that creates one-on-one connections between seniors and college students. Student volunteers and senior participants are paired based on similar hobbies and interests. Through shared laughs, conversation, and fun activities, our members will have the opportunity to foster meaningful and long-lasting relationships with their Perfect Pair .","perfectpairuw@gmail.com","https://uwmadison.campuslabs.com/engage/organization/perfectpair-uwmadison/contact","https://www.instagram.com/perfectpairuwmadison/","No image available"
"Persian Student Society at the University of Wisconsin-Madison","PSS is both a social and cultural organization with three primary purposes: Identify, Build, Promote
Identify: Finding Persians within the campus community and beyond; to provide a common environment for members and prospective members to meet people with similar backgrounds.
Build: Encouraging membership into the PSS. To develop community, friendship, and support networks during and after academic pursuits at UW-Madison. In the hopes of creating PSS Alumni for future endeavors. 
Promote: Spreading awareness of Persian culture through workshops, events, and presentations.","nbesharat@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pss-uw/contact","https://www.instagram.com/pss_madison/","https://se-images.campuslabs.com/clink/images/a06c79f6-c690-4f15-8088-6392ba643174d51444ba-a967-4fa6-a6b5-57109d16f2f4.jpg?preset=small-sq"
"Pharmacy Personal Health Improvement Team","Our organization is focused on designing activities and events that promote mental and physical wellbeing while building a stronger community at the School of Pharmacy.  Pharmacy Personal Health Improvement Team (PHIT) is divided into various committees that each focus on a different aspect of wellbeing.  Each committee within PHIT holds the responsibility to design, plan, and implement activities or events that correspond to their focus area.  All PHIT activities and events are designed to increase wellbeing through exercise, teamwork, social gatherings or outings, outdoor recreation, the arts, and limitless other possibilities to make the environment at the School of Pharmacy happy, healthy, and welcoming.","jtwhitbeck@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pharmacyphit/contact","No Instagram available","https://se-images.campuslabs.com/clink/images/8833c463-a755-4c59-8f98-791fbd4376d4ef530aa9-d5a7-4de7-b0b3-ca692543385d.png?preset=small-sq"
"Phi Alpha Delta Pre-Law Chapter","Phi Alpha Delta is the world's preeminent law fraternity, grounded in a commitment to service: service to the student, the school, the profession, and the community. Our Phi Alpha Delta Pre-Law program is designed to provide members with information about the path to law school, admissions processes, and insight into diverse specializations within the legal field. Joining PAD opens doors to a robust network, with 1 in 6 lawyers counted among our esteemed members.  PAD has an open membership policy and no rushing process, so all members of all genders are welcome. 
During our monthly meetings, attorneys and other professionals (admissions representatives, law students, etc) engage with our members on a myriad of topics, from LSAT preparation, courtroom procedures, and daily life in various legal settings, offering invaluable insights into the legal field. Additionally, we support our members through resume workshops and Kaplan information sessions, where they gain a comprehensive understanding of the LSAT. All members benefit from exclusive discounts on test prep classes, ensuring they are well-equipped for success on their legal journey.","phialphadelta.uwmadison@gmail.com","https://uwmadison.campuslabs.com/engage/organization/padprelaw/contact","https://www.instagram.com/wiscopad/","https://se-images.campuslabs.com/clink/images/619bb198-9964-4321-a4f7-49e0bb3750ee703b95e4-9d8a-4959-8735-a16857e9b0eb.gif?preset=small-sq"
"Phi Alpha Theta at UW-Madison","Phi Alpha Theta is a professional society whose purpose is to promote the study of history through the encouragement of research, good teaching, publication, and the exchange of learning and ideas among historians. It seeks to bring students, teachers, and writers of history together both intellectually and socially; and it encourages and assists historical research and publication by its members in a variety of ways.  
  The Phi Alpha Theta, Lamda Xi chapter at University of Wisconsin-Madison serves as the primary history student organization for UW undergraduates. We encourage participation by students interested in history with all levels of experience. 
  There are two levels of membership: general membership and full Phi Alpha Theta membership. Everyone is welcome to participate as a general member but to become a full member, one must meet the standards of credits and GPA listed below. 
  Phi Alpha Theta is composed of chapters in properly accredited colleges and universities. All students in these institutions who have completed the required number of history courses and are maintaining high standards in their college or university are eligible for membership.
   Along with the Undergraduate History Council, PAT works side by side with ARCHIVE, the Undergraduate Journal of History,which publishes various historical essays from history majors across campus. PAT Lambda Xi focuses on promoting the study of history on UW-Madison’s campus. We host study nights, the Annual Induction banquet, seasonal parties, guest lectures, historical tours, career panel discussions with UW-Madison alumni, and various types of social outings to bring together history majors across campus with the goal of further expanding the role history majors play in the community of UW-Madison.
  Full Membership Requirements: 
Students must have at least a 3.000 cumulative GPA, with a 3.100 GPA in at least 12 credits of history at an accredited university. Members must pay a $40 lifetime national chapter membership fee and an annual local chapter fee of $20. In recent years, this fee has been paid for by the Department of History, but we reserve the right to reinstate them if the department cannot compensate.
  Membership Benefits
a) Several scholarships are available for members.
b) Greater opportunities to meet with faculty and graduate students outside of the classroom.
c) Leadership opportunities.
d) Fun and engaging social, academic, and professional development events put forward by Phi Alpha Theta.
e) Exclusive graduation cords and recognition of your place in a nationwide honor society.","phialphatheta@mailplus.wisc.edu","https://uwmadison.campuslabs.com/engage/organization/pat/contact","https://www.instagram.com/phialphathetawisco/?hl=en","https://se-images.campuslabs.com/clink/images/c80ff992-f71b-416c-964c-284baa66861d71e588fe-ba28-4df0-92e3-e699b7d49a06.jpg?preset=small-sq"
"Phi Delta Chi - Delta Chapter","VISION

Phi Delta Chi will be the pharmacy fraternity of first choice for:
Students seeking professional development and leadership skills
Faculty and administration seeking a respected student organization to develop students
Employers seeking pharmacists with skills and experiences that set them apart
Phi Delta Chi will strengthen its Brothers in serving the community and driving the evolution of the pharmacy profession.  Each Brother will exemplify responsibility for sustained involvement in Phi Delta Chi throughout their lifetime.
VALUES

SERVICE
Phi Delta Chi recognizes that service and philanthropy are cornerstones of our Fraternity.  We are actively involved in our community by striving to fulfill the needs of society through volunteerism, philanthropic endeavors, and patient care.
LEARNING NEVER CEASES
Phi Delta Chi holds its Brothers to a high standard of scholastic and professional responsibility.  We acknowledge that a sound education is essential to our success as students and as health care professionals.
LEADER-DEVELOPMENT
Phi Delta Chi places importance on the growth of individuals and the collective Brotherhood through social, personal, and leadership opportunities, beginning with fraternal education and continuing throughout our professional careers.
BROTHERHOOD
Phi Delta Chi is not the standard, but rather the example that others follow.  Our Ritual and traditions stand as proof of an unconditional union with our Brothers.  Our sense of Brotherhood goes beyond the collegiate level.  Brothers maintain communications and assist each other across the nation and throughout our careers.  This provides a level of security and comfort as “Each Needs the Help of the Other.”  We are Brothers for Life.","smcastillo3@wisc.edu","https://students.pharmacy.wisc.edu/pdc/","No Instagram available","https://se-images.campuslabs.com/clink/images/03addc6f-be1d-48d0-a49d-ca49fd0890897eb7406b-a61e-4be7-9abe-43a598752bb5.jpg?preset=small-sq"
"Phi Delta Theta-Wisconsin Alpha Chapter","Phi Delta Theta was built on three pillars that haven’t budged an inch since the Fraternity was founded by “The Immortal Six” way back in 1848 at Miami University. The pillars are: The cultivation of friendship among its members, the acquirement individually of a high degree of mental culture, and the attainment personally of a high standard of morality. Shortened, we refer to the principles as friendship, sound learning and rectitude.
Helping every individual to meet his true potential is the bedrock of the Phi Delta Theta Fraternity. By celebrating each person’s true self, and by learning from each other’s strengths while helping to improve each other’s weaknesses, every member of Phi Delta Theta develops into a greater version of himself than he could ever on his own. Rather than try to find young men to “mold” into some ideal, we celebrate the uniqueness of each individual and, through encouragement, values, example and brotherhood, empower every brother to exceed his personal expectations.","oaakinleye@wisc.edu","https://uwmadison.campuslabs.com/engage/organization/phideltatheta/contact","https://www.instagram.com/phideltwisconsin/?hl=en","https://se-images.campuslabs.com/clink/images/7242cd2c-42ce-47f0-b98d-8b6fbe218471c3423ded-cfbf-42ca-8725-99d467af2a1c.jpg?preset=small-sq"
"Phi Gamma Delta-Mu Chapter","Phi Gamma Delta exists to promote lifelong friendships, reaffirm high ethical standards and values, and foster personal development in the pursuit of excellence. Brotherhood is of high importance within the chapter.","traemisch@wisc.edu","http://phigam.org/","No Instagram available","https://se-images.campuslabs.com/clink/images/314f5fa1-f08e-44ac-b246-2dedf6623facf13ebe50-db1a-4c0b-a823-1762b6e353a5.jpg?preset=small-sq"
"Phi Gamma Nu","Come see us at the WSB and All School Org Fairs! Recruitment Week 9/11/24 - 9/20/2024.
Info Night 9/12/24 at 6pm in Grainger 1195!
  The Epsilon Theta Chapter of Phi Gamma Nu is a professional business fraternity that produces leaders of outstanding value. We excel at encouraging entrepreneurship, by empowering people to harness their passions. Our strength comes from our commitment to diversity, which is not just a feel-good notion, but critical to success in the world of business. Most importantly, we are a family that celebrates the individual. The Phi Gamma Nu chapter here at the University of Wisconsin connects a diverse group of individuals with similar values and goals. Through weekly professional, social, and philanthropy events, students will be able to grow as business leaders while forming strong bonds with their peers.","phigammanu.uw@gmail.com","https://www.pgnleaders.org/wisconsin","No Instagram available","https://se-images.campuslabs.com/clink/images/ea039502-a887-4162-afd2-a029d700511d2a7b5b7a-18d0-4179-b146-2404b738a3ff.png?preset=small-sq"
"Phi Kappa Sigma - Alpha Theta Chapter","Alpha Theta is over 100 years old and one of the oldest Phi Kappa Sigma chapters. We regained our charter on April 19, 2008, and are beginning to record a new page in the history books of Phi Kappa Sigma at UW-Madison. We prefer to do things differently. For example, along with a typical chapter house, we have an 1800 sq. ft property called ""The Crypt"" on West Washington Avenue where we hold meetings, study, and hang out.
Additionally, we focus on personal and professional development. Phi Kappa Sigma looks for those who are dedicated to improving themselves and the community through an enriching experience in academics, service, and leadership. These traits can all be seen in Phi Kappa Sigma’s mission statement: “We exist to integrate scholastic excellence; community enrichment; and principled, effective leadership among reputable men. Through both fellowship and fraternity, our members persistently endeavor towards their individual and collective aspirations. Ultimately, we recruit, develop and yield 'Men of Honor.'"" 
Subsequently, our graduates have been very successful. Since re-chartering in 2008, our alumni went on to jobs/internships at Tesla, Apple Inc., The White House, Target Corporation, General Mills, SC Johnson, Caterpillar, MLB.com, Teach for America, EPIC Systems, Google LLC, and more! Recent graduates also attended the University of Michigan Medical School and UCLA Law School.
Nationally, our fraternity was the first to adopt a democratic national structure where undergraduates vote on and make decisions on issues at our national convention every two years. Additionally, our fraternity was the first to adopt a non-discrimination clause, allowing men of any race, religion, and social class to join our organization. Brothers believed that brotherhood was more than skin deep.
Furthermore, Phi Kappa Sigma is the only fraternity to have a college established in their name: Phi Kappa Sigma Male College, founded in 1859 in Monticello, Arkansas. Lastly, our national organization gives out over $60,000 in scholarships each year, more than any other fraternity.","Bparry@wisc.edu","https://linktr.ee/pksuw","No Instagram available","https://se-images.campuslabs.com/clink/images/3242811e-fb08-49d2-a923-906f6c8b7a862b194060-9f27-4066-8630-4db5833510f9.png?preset=small-sq"
"Phi Kappa Theta - Wisconsin Lambda","The purpose of the Phi Kappa Theta - Wisconsin Lambda is to create a brotherhood of men that live by and develop Christian values and grow in fellowship together.  The fraternity is focused on actively developing men to be effective leaders who passionately serve society, Fraternity and God.
       Brothers serve society in a way that will impact the lives of others through a life of service. Volunteering in the Madison community includes working at soup kitchens, visiting nursing homes, and working with other clubs on campus such as Relay for Life.
       This fraternity will provide a community of brothers who will challenge each other to live virtuously, grow as leaders, develop social skills, and succeed intellectually. Every day our brothers serves one another, encouraging brothers to grow into the best version of themselves.
     Brothers also develop strong relationships with God through prayer, accountability and our community. Our brothers provide opportunities for this growth through bible studies, informational teachings about religion, and retreats.","president.madisonpkt@gmail.com","https://www.madisonpkt.com","No Instagram available","https://se-images.campuslabs.com/clink/images/86445a2d-331f-4592-8ebe-53102aba165e1fbda0ec-0228-42ec-a5e4-14c9b753613d.jpg?preset=small-sq"
"Phi Lambda Sigma, Beta Alpha Chapter","PLS Mission, Goals, Objectives Mission: To support pharmacy leadership commitment by recognizing leaders and fostering leadership development
Goal 1: Ensure the continuing availability of student and practitioner leaders for the profession of pharmacy. Develop awareness of the continuing need for leaders in the profession of pharmacy. Promote opportunities and rewards for leadership in the profession of pharmacy. Motivate student pharmacists and pharmacists to accept leadership service opportunities. Promote leadership research.
Goal 2: Acknowledge leadership achievement and award membership to leaders recommended by the Society. Strengthen recognition of Phi Lambda Sigma as the leadership honor society in pharmacy. Promote the national awareness and visibility of Phi Lambda Sigma by linking membership and leadership achievement. Build a sound membership base of students, alumni, faculty, and honorary members.
Goal 3: Enhance the talent, skill, and effectiveness of leaders for the profession of pharmacy. Support and encourage programs and services to assist those who desire to serve in a leadership role.
Goal 4: Support and encourage sustained leadership commitment. Ensure the continued utilization of the talents, skills, and experiences of existing leaders. Reward students and practitioners who serve the profession in a sustained leadership role.","eaphillips2@wisc.edu","https://students.pharmacy.wisc.edu/pls/","No Instagram available","https://se-images.campuslabs.com/clink/images/45045e12-bc00-40ab-96be-08b662978d093a3e7d31-ce7d-47b5-9a9b-2b8685e88644.png?preset=small-sq"
"Phi Sigma Phi Fraternity- Alpha Epsilon Chapter","Phi Sigma Phi- Alpha Epsilon is a nationally-supported chapter dedicated to promoting your personal collegiate success through newfound friendships and brotherhood. Through standards of excellence in academics, service and community involvement our house provides the welcoming environment necessary to inspire all of our members to become the best they can be. We offer a plethora of resources to ensure you develop throughout your career in Madison and feel confident to enter the professional world as gentlemen ready to lead impactful lives. Our high expectations continue to lay the framework for incoming generations of future leaders.","phisigmaphiae@gmail.com","http://www.phisigmaphiwisconsin.com","No Instagram available","https://se-images.campuslabs.com/clink/images/5084d081-6a89-4e1d-b53d-a6bcf50ef920d3c9b29c-cc2d-4ecc-88bb-a759ee9c5d08.png?preset=small-sq"
"Phi Upsilon Omicron - Nu Chapter","Phi Upsilon Omicron, an honor society in the integrated field of family and consumer sciences, offers an environment empowering lifelong learning, leadership building, and ethical and scholastic excellence.","nu.phi.u@gmail.com","https://uwmadison.campuslabs.com/engage/organization/phi_u/contact","https://www.instagram.com/phiu_nu/?utm_medium=copy_link","https://se-images.campuslabs.com/clink/images/bc823830-a880-4c97-bff5-660077ec554654b52990-3b8f-4c50-a2fc-01e965cba084.jpg?preset=small-sq"
"Philosophical Society","Philosophical Society provides a space to build community while discussing philosophical questions.","madisonphilosophicalsociety@gmail.com","https://uwmadison.campuslabs.com/engage/organization/philosophicalsociety/contact","No Instagram available","No image available"
"Photography Club","The Photography Club welcomes photographers of all skill levels and experience. Students have the opportunity to participate in monthly meet-ups to shoot together and explore new forms of photography. Following the meet-up, we will have meetings once a month to share our work and receive feedback from the group. We aim to provide a comfortable atmosphere for students to grow in their work, discover new skills and increase their threshold of creativity.","wiscphotographyclub@gmail.com","https://uwmadison.campuslabs.com/engage/organization/photographyclub/contact","https://instagram.com/wiscphotoclub?igshid=NTc4MTIwNjQ2YQ==","https://se-images.campuslabs.com/clink/images/ea6ab375-94fb-405a-a589-cf83d702d3e316dfca63-1303-45b0-91fd-df145c66b8ee.jpg?preset=small-sq"
"Physics Graduate Student Council","The mission of the Physics Graduate Student Council (PGSC) at the University of Wisconsin–Madison is to improve the well-being and success of graduate students in the Department of Physics. The council is composed of physics graduate students and works towards the following goals:
Facilitate communication with the department and advocate on behalf of the graduate students,
Assist the department in welcoming new students and recruiting prospective students,
Promote social cohesion among graduate students, and
Provide resources to help prepare students for post-graduate careers.","aemand@wisc.edu","http://pgsc.physics.wisc.edu","No Instagram available","No image available"
